complaint_text,mapped_category,urgency_label
"A person bit my hand during a scuffle, causing a deep wound that required immediate medical attention and a tetanus shot.",Assault,Medium
"I was attacked by a person with a knife during an attempted robbery, and I have sustained several deep cuts on my arms while trying to defend myself.",Assault,High
"A person intentionally threw a pot of boiling hot water on me during a domestic dispute, causing severe second-degree burns on my back and shoulders.",Assault,High
"I was hit on the head by a stone that was thrown by someone from a large, unruly protesting crowd that was passing by my street.",Assault,Medium
"A person I had an argument with grabbed my arm, twisted it painfully behind my back, and threatened to break it if I didn't apologize.",Assault,Medium
I was kicked and punched repeatedly by a group of people in a coordinated attack. They seemed to have mistaken me for someone else.,Assault,High
"A person used a handheld stun gun on me during a confrontation, causing me to collapse in pain and temporary paralysis.",Assault,High
"I was attacked by a ferocious dog that was intentionally let loose from its leash by its owner, who was having an argument with me.",Assault,Medium
"A friendly game of cricket turned into a serious fight, and a player from the opposite team hit me on the leg with the cricket bat, causing a fracture.",Assault,High
"I was attacked with a sharp razor blade by a person during a dispute, and I have sustained a long, deep cut on my cheek.",Assault,High
A person with whom I have a property dispute tried to run me over with his car intentionally while I was crossing the street. I had to jump out of the way to save my life.,Assault,High
I was hit on the back by a heavy wooden chair that was thrown by someone during a brawl that broke out in a crowded restaurant.,Assault,Medium
"A person attacked me with a broken glass bottle during a fight, and I have sustained multiple lacerations on my arms and chest.",Assault,High
I was attacked by a farmer with a sickle after I accidentally trespassed on his field. He was in a fit of rage.,Assault,High
"A person attacked me with a heavy iron rod, hitting me on my legs and back, after an argument over money.",Assault,High
I was attacked by a person with a sword during a religious procession that turned violent.,Assault,High
A person attacked me with a hockey stick during a heated argument at a sports club.,Assault,High
"A person attacked me with a heavy metal chain, swinging it and hitting me on my shoulders and back.",Assault,Medium
My landlord's son has been entering my rented apartment using a spare key without my permission when I am not at home. He threatened me when I confronted him.,Criminal Trespass,Medium
I found a homeless person sleeping in my locked garage one morning. They had somehow managed to get in without my knowledge or consent.,Criminal Trespass,Low
"A large group of people have set up a protest camp with tents and banners on my private, vacant plot of land and are refusing to leave despite repeated requests.",Criminal Trespass,Medium
"My ex-boyfriend, against whom I have a restraining order, keeps showing up at my workplace and my home uninvited, despite being repeatedly told to stay away.",Criminal Trespass,Medium
Someone has been systematically entering my farm at night and deliberately uprooting and destroying my vegetable crops.,Criminal Trespass,Medium
I came home from shopping to find a stranger casually sitting in my living room and watching my TV. They panicked and ran away through the back door when they saw me.,Criminal Trespass,High
A person from the adjacent building has been repeatedly entering my property at night to dump their household garbage in my backyard.,Criminal Trespass,Low
A group of office workers from the next building are using my vacant plot of land as an unauthorized parking space for their cars every day without my permission.,Criminal Trespass,Low
"My neighbor has been using my terrace and rooftop to access their own property's water tank and satellite dish, despite me explicitly telling them not to.",Criminal Trespass,Low
I was woken up at 3 AM by a noise and found someone trying to pry open my house's kitchen window to break in. They fled when I turned on the lights.,Criminal Trespass,High
A person has been secretly entering my private garden every morning to steal rare and expensive flowers and fruits that I grow.,Criminal Trespass,Low
"Someone has been sitting just outside my house, on my property's porch, to use my unsecured wifi network for hours every day.",Criminal Trespass,Low
"A group of people have forcefully entered my shop, are occupying the space, and are not letting me or my customers enter, effectively shutting down my business.",Criminal Trespass,High
Someone has been entering my under-construction building site at night to steal cement bags and other construction materials.,Criminal Trespass,Medium
"I have a clearly marked 'No Trespassing' sign on my private property, but people are still regularly entering it to take a shortcut to the main road.",Criminal Trespass,Low
"A person from the neighboring village has been entering my property to take large amounts of water from my well without my permission, causing the water level to drop.",Criminal Trespass,Low
"I noticed someone has been entering my property and secretly taking pictures of my house and my family, which is a gross invasion of our privacy.",Criminal Trespass,Medium
A group of teenagers have been climbing my fence at night to use my swimming pool without my permission. I have it on my security camera.,Criminal Trespass,Low
"Someone has been entering my front yard specifically to let their pet defecate on my lawn, and they never clean it up.",Criminal Trespass,Low
A person has been entering my property and sleeping on my porch swing at night without my permission.,Criminal Trespass,Low
I discovered that someone has been entering my property to surreptitiously use my outdoor electricity socket to charge their electric vehicle.,Criminal Trespass,Low
"A neighbor has been entering my property to access my internet's router, which is located in a utility box on the side of my house, without my permission.",Criminal Trespass,Low
Someone has been entering my property to fill up their water cans from my outdoor water connection without my knowledge.,Criminal Trespass,Low
"A person has been repeatedly parking their car in my private, designated parking space inside my apartment complex without my consent.",Criminal Trespass,Low
A neighbor has been entering my garden to use my garden tap to wash their car.,Criminal Trespass,Low
Someone has been entering my locked shed and using it for storage of their personal items without asking me.,Criminal Trespass,Low
"A group of children from the neighborhood have been entering my backyard and using it as a playground, sometimes causing minor damage.",Criminal Trespass,Low
"A family has been repeatedly entering my private front lawn on weekends for picnics, despite being told not to.",Criminal Trespass,Low
"I have evidence of someone entering my property to launch and fly a drone directly over my house, capturing footage of my private spaces.",Criminal Trespass,Medium
"Someone has repeatedly and successfully hacked into my social media accounts like Facebook and Instagram. They have been posting inappropriate and offensive content from my profile, which is causing a lot of damage to my reputation.",Cybercrime,Medium
"I am a victim of a sophisticated phishing attack. I received an email that looked exactly like it was from my bank, and it tricked me into entering my login credentials on a fake website. My email was compromised, and sensitive financial information was stolen.",Cybercrime,High
"Someone is using my personal photos, which they took from my private social media profile, to create fake profiles on various online platforms. They are using these fake profiles to harass my friends and family by sending them abusive messages.",Cybercrime,Medium
I have been receiving a series of threatening and extremely abusive emails from an anonymous source. The emails contain threats of violence and are causing me severe mental distress.,Cybercrime,Medium
"Someone has stolen my credit card information, possibly through a skimming device or a data breach, and is now using it to make multiple fraudulent online purchases. The total amount is substantial.",Cybercrime,High
A person is spreading malicious and completely false rumors about me and my character on a popular social media platform. These posts are being shared widely and are harming my public image.,Cybercrime,Low
"I suspect someone has installed spyware or a keylogger on my personal computer without my knowledge. They seem to be monitoring all my activities, including my private chats and browsing history.",Cybercrime,High
"I have been a victim of an online job scam. I was offered a lucrative work-from-home job and was asked to pay a significant amount of money for a 'registration kit' and 'training materials'. After paying, the company and its website disappeared.",Cybercrime,Low
Someone has created a very convincing fake website that looks exactly like my bank's official internet banking portal. They are sending out links to this website via SMS to steal customers' login credentials and financial information.,Cybercrime,High
"I have been a victim of a ransomware attack. A virus has encrypted all the important files on my computer, and a message on my screen is demanding a large ransom in cryptocurrency to get the decryption key.",Cybercrime,High
"Someone has been sending me obscene, unsolicited, and sexually explicit content, including images and videos, through various online messaging apps. This amounts to online sexual harassment.",Cybercrime,Medium
"I received a message claiming I have won an international online lottery. To claim the prize, I was asked to pay a hefty amount as a transaction fee, which I now realize was a scam.",Cybercrime,Low
"Someone has been using my identity documents, which I had uploaded for a verification process on a website, to create fake accounts on various online platforms for illegal purposes.",Cybercrime,Medium
"I have been a victim of an online 'sextortion' scam. Someone I met online is threatening to release intimate images of me, which they obtained deceptively, unless I pay them a large sum of money.",Cybercrime,High
Someone has been repeatedly sending me spam emails that contain malicious links. Clicking on these links downloads malware onto my computer.,Cybercrime,Low
"I fell for an online puppy scam. I paid a large amount for a specific breed of puppy from a website that looked legitimate, but the puppy was never delivered, and the seller is now unreachable.",Cybercrime,Low
I have discovered that someone in my neighborhood has been using my unsecured Wi-Fi network without my permission to download illegal content and carry out other illicit online activities.,Cybercrime,Medium
"I was a victim of an online tech support scam. A pop-up on my screen claimed my computer was infected with a virus, and I was tricked into paying a fraudulent 'technician' to fix a non-existent problem.",Cybercrime,Low
Someone has been sending me messages containing hate speech and is inciting violence against me and my community online.,Cybercrime,Medium
"I have been a victim of a sophisticated online dating scam, also known as a romance scam. The person I was talking to built a relationship with me over months and then tricked me into sending them a large amount of money.",Cybercrime,Medium
Someone has been taking my public photos and using them to create offensive memes. They are sharing these memes online to publicly ridicule and make fun of me.,Cybercrime,Low
"I have been a victim of an online charity scam. I donated to what I thought was a legitimate relief fund for a natural disaster, but it turned out to be a fake website set up by scammers.",Cybercrime,Low
Someone has been sending me text messages with malicious links that lead to websites designed to steal my personal information or install malware on my phone.,Cybercrime,Medium
I received an email claiming I am the beneficiary of a large inheritance from a distant relative I've never heard of. It's an online inheritance scam asking for my bank details.,Cybercrime,Low
I suspect my computer has been compromised and is being used as a part of a botnet to carry out large-scale cyber attacks like DDoS attacks without my knowledge.,Cybercrime,High
"I have been a victim of an online survey scam, where I was promised a large reward for filling out a survey, but was instead tricked into signing up for expensive, hard-to-cancel subscriptions.",Cybercrime,Low
"Someone has been using multiple fake accounts to spread fake news and propaganda on my social media feed, which seems to be a coordinated disinformation campaign.",Cybercrime,Low
"I have been a victim of an online subscription trap. I signed up for a 'free trial' of a service, but my credit card was charged a large amount, and the process to cancel the subscription is impossible.",Cybercrime,Low
"Someone has been sending me messages with a link to a fake prize giveaway, which is designed to collect personal data from users.",Cybercrime,Low
"I have been a victim of an online 'crypto-jacking' scam, where a website I visited used my computer's processing power to mine for cryptocurrency without my consent, causing it to slow down significantly.",Cybercrime,Medium
"My neighbors have been playing extremely loud and bass-heavy music every single night, well past midnight, which is causing a major disturbance to my family's sleep and peace.",Public Nuisance,Low
"A nearby chemical factory is releasing foul-smelling and noxious smoke, especially during the night, that is making it difficult for the residents in our neighborhood to breathe. It's a serious health hazard.",Public Nuisance,Medium
"A group of people are consistently and illegally blocking the public road in front of my house with their parked vehicles, making it impossible for me to take my car out in case of an emergency.",Public Nuisance,Low
"Someone in my locality has been dumping their household garbage and construction debris on the street corner, creating a huge, unhygienic pile that is attracting pests and creating a health hazard for everyone.",Public Nuisance,Low
A person in my apartment building has been keeping a large number of stray dogs in his small flat. The constant barking and foul smell are a major nuisance to all the neighbors.,Public Nuisance,Low
"A group of people gather every evening in the public park in our residential area to drink alcohol openly. They often get into loud, abusive fights and create a ruckus, making the park unsafe for children and families.",Public Nuisance,Medium
"Someone in the neighborhood has been flying a drone with a high-resolution camera very close to my house, hovering outside my windows. This is a gross invasion of my privacy.",Public Nuisance,Low
"A person has been bursting extremely loud and high-decibel firecrackers at all hours of the night, well outside of any festival period, which is disturbing the peace and quiet of the entire neighborhood.",Public Nuisance,Low
"A person has been letting their pets defecate in the common areas of our apartment building, like the lobby and the staircase, and they never bother to clean it up, creating a filthy environment.",Public Nuisance,Low
"A person has been carrying out noisy construction and renovation work at their house, involving drilling and hammering, during late hours of the night, violating the local noise regulations.",Public Nuisance,Low
"A person has been running a full-fledged commercial catering business from their residential property. The constant noise from the large-scale cooking, and the movement of staff and vehicles, is causing a lot of disturbance.",Public Nuisance,Low
"A person in my building has been keeping their stinking garbage bags outside their front door in the common hallway for days on end, which is attracting pests and creating an unbearable foul smell.",Public Nuisance,Low
"A person in my neighborhood has been riding their motorcycle with a modified and extremely loud silencer at high speeds, deliberately creating a lot of noise pollution.",Public Nuisance,Low
"A person has been blocking the common passage and emergency exit of our apartment building by storing their personal belongings and furniture there, creating a safety hazard.",Public Nuisance,Low
"A person has been flying a kite using a glass-coated string (manja), which is banned and extremely dangerous for birds, animals, and even humans on two-wheelers.",Public Nuisance,Medium
"A person has been habitually spitting paan and tobacco in public places like the bus stop and the railway station platform, making the area dirty and unhygienic.",Public Nuisance,Low
"A person has been urinating against the wall of a public building in plain sight of everyone, which is an obscene and unhygienic act.",Public Nuisance,Low
"A person has been smoking cigarettes in a public place where it is explicitly prohibited by law, like inside a movie theater or on a public bus.",Public Nuisance,Low
A person has been driving their car through my residential street at night with their high-powered stereo system playing music at a deafeningly loud volume with the windows down.,Public Nuisance,Low
"A person has been using a loudspeaker for religious or other purposes at very high volumes and at odd hours of the day and night, disturbing the entire neighborhood.",Public Nuisance,Low
"A person has been letting their large herd of cattle roam freely on the main city streets, which is causing major traffic jams and is a risk for accidents.",Public Nuisance,Medium
"A person has been running an illegal gambling den from their house, which is attracting all sorts of anti-social elements to our peaceful residential area.",Public Nuisance,Medium
"A person has been illegally brewing and selling cheap, illicit liquor from their house, which is a major health risk and is contributing to crime in the area.",Public Nuisance,Medium
"A person is suspected of running an illegal brothel from their house in our residential colony, which is causing a lot of concern and disturbance to the families living here.",Public Nuisance,High
"A person has illegally encroached upon a large portion of the public pavement in front of his shop, making it difficult for pedestrians to walk.",Public Nuisance,Medium
A person has been illegally cutting down several old and large trees in a public park to get a better view from their apartment.,Public Nuisance,Low
"A person has been illegally and secretly dumping untreated industrial chemical waste from their factory into a nearby river, which is a major environmental crime.",Public Nuisance,High
"A person has been illegally mining large quantities of sand from a protected riverbed using heavy machinery, which is causing ecological damage.",Public Nuisance,High
"A person has been illegally constructing an additional floor on their building without any approvals from the municipal corporation, which could be structurally unsafe.",Public Nuisance,Medium
"A person has been illegally running a large-scale slaughterhouse in a densely populated residential area, which is causing a lot of pollution and is a health hazard.",Public Nuisance,Medium
"Someone threw a large stone at my living room window late at night, shattering the glass and causing a lot of fear and panic.",Mischief,Low
"I came out this morning to find that someone had intentionally punctured all four tires of my car, which was parked right outside my house.",Mischief,Medium
"A group of vandals have spray-painted obscene graffiti all over the newly painted front wall of my shop, which will be expensive to clean.",Mischief,Low
Someone has been deliberately and repeatedly damaging the beautiful flowering plants in my front garden at night.,Mischief,Low
"A person in my apartment building, out of spite after an argument, deliberately broke the common water pipe that supplies water to several flats, including mine.",Mischief,Medium
I discovered that someone has been systematically scratching the side of my new car with a key or a sharp object whenever I park it in the common parking area.,Mischief,Low
A person living in the apartment above me has been deliberately throwing their kitchen garbage and other waste into my balcony.,Mischief,Low
"Someone has been deliberately cutting my internet cable that runs outside my house, disrupting my work-from-home schedule. This has happened three times now.",Mischief,Low
"A person has been deliberately damaging the newly installed street lights in our neighborhood by throwing stones at them, plunging the street into darkness.",Mischief,Low
"Someone has been deliberately damaging the public property in our local park, such as breaking the benches and uprooting the signboards.",Mischief,Low
"A person in my apartment building has been deliberately damaging the elevator buttons and control panel, causing a lot of inconvenience and repair costs for all residents.",Mischief,Medium
Someone has been deliberately damaging the CCTV camera that our society installed for security by spraying paint on its lens.,Mischief,Low
"A person has been deliberately damaging the lock of my house's main door by putting glue or other objects inside it, making it difficult for me to enter my own home.",Mischief,Low
Someone has been repeatedly damaging my mailbox by bending it out of shape or breaking it.,Mischief,Low
A person has been deliberately damaging the nameplate outside my apartment by scratching it or defacing it with markers.,Mischief,Low
"Someone has been deliberately damaging my doorbell by repeatedly pressing it and running away, or by breaking it altogether.",Mischief,Low
A person has been deliberately damaging my beautiful and expensive potted plants that I keep just outside my front door.,Mischief,Low
Someone has been deliberately damaging my wooden fence by kicking it and breaking the panels.,Mischief,Low
A person has been deliberately damaging my front gate by trying to force it open and damaging the latch.,Mischief,Low
Someone has been deliberately damaging my house's overhead water tank by throwing stones at it and causing leaks.,Mischief,Medium
"A person has been deliberately damaging my outdoor electricity meter by tampering with it, which is also a safety hazard.",Mischief,Medium
"Someone has been deliberately damaging my house's external gas pipeline by hitting it with a heavy object, which could have led to a dangerous gas leak.",Mischief,High
"I have reason to believe that a person has been deliberately tampering with my vehicle's brakes, which could lead to a serious accident.",Mischief,High
Someone has been deliberately trying to damage my vehicle's engine by putting sugar or other contaminants in the fuel tank.,Mischief,High
"A person has been deliberately puncturing one of my vehicle's tires almost every week, causing me a lot of harassment and financial loss.",Mischief,Medium
"Someone has been deliberately damaging my car's windshield by throwing small pebbles at it from a distance, causing cracks.",Mischief,Low
A person has been deliberately shattering my car's windows with a hammer.,Mischief,Low
Someone has been deliberately breaking my car's side mirrors when it is parked.,Mischief,Low
A person has been deliberately breaking my car's headlights and taillights.,Mischief,Low
"Someone has been deliberately pouring corrosive liquid on my car's paint, causing it to peel off.",Mischief,Medium
