complaint_text,mapped_category,urgency_label
"A person has been illegally running a large-scale slaughterhouse in a densely populated residential area, which is causing a lot of pollution and is a health hazard.",Public Nuisance,Medium
"Someone threw a large stone at my living room window late at night, shattering the glass and causing a lot of fear and panic.",Mischief,Low
"I came out this morning to find that someone had intentionally punctured all four tires of my car, which was parked right outside my house.",Mischief,Medium
"A group of vandals have spray-painted obscene graffiti all over the newly painted front wall of my shop, which will be expensive to clean.",Mischief,Low
Someone has been deliberately and repeatedly damaging the beautiful flowering plants in my front garden at night.,Mischief,Low
"A person in my apartment building, out of spite after an argument, deliberately broke the common water pipe that supplies water to several flats, including mine.",Mischief,Medium
I discovered that someone has been systematically scratching the side of my new car with a key or a sharp object whenever I park it in the common parking area.,Mischief,Low
A person living in the apartment above me has been deliberately throwing their kitchen garbage and other waste into my balcony.,Mischief,Low
"Someone has been deliberately cutting my internet cable that runs outside my house, disrupting my work-from-home schedule. This has happened three times now.",Mischief,Low
"A person has been deliberately damaging the newly installed street lights in our neighborhood by throwing stones at them, plunging the street into darkness.",Mischief,Low
"Someone has been deliberately damaging the public property in our local park, such as breaking the benches and uprooting the signboards.",Mischief,Low
"A person in my apartment building has been deliberately damaging the elevator buttons and control panel, causing a lot of inconvenience and repair costs for all residents.",Mischief,Medium
Someone has been deliberately damaging the CCTV camera that our society installed for security by spraying paint on its lens.,Mischief,Low
"A person has been deliberately damaging the lock of my house's main door by putting glue or other objects inside it, making it difficult for me to enter my own home.",Mischief,Low
Someone has been repeatedly damaging my mailbox by bending it out of shape or breaking it.,Mischief,Low
A person has been deliberately damaging the nameplate outside my apartment by scratching it or defacing it with markers.,Mischief,Low
"Someone has been deliberately damaging my doorbell by repeatedly pressing it and running away, or by breaking it altogether.",Mischief,Low
A person has been deliberately damaging my beautiful and expensive potted plants that I keep just outside my front door.,Mischief,Low
Someone has been deliberately damaging my wooden fence by kicking it and breaking the panels.,Mischief,Low
A person has been deliberately damaging my front gate by trying to force it open and damaging the latch.,Mischief,Low
Someone has been deliberately damaging my house's overhead water tank by throwing stones at it and causing leaks.,Mischief,Medium
"A person has been deliberately damaging my outdoor electricity meter by tampering with it, which is also a safety hazard.",Mischief,Medium
"Someone has been deliberately damaging my house's external gas pipeline by hitting it with a heavy object, which could have led to a dangerous gas leak.",Mischief,High
"I have reason to believe that a person has been deliberately tampering with my vehicle's brakes, which could lead to a serious accident.",Mischief,High
Someone has been deliberately trying to damage my vehicle's engine by putting sugar or other contaminants in the fuel tank.,Mischief,High
"A person has been deliberately puncturing one of my vehicle's tires almost every week, causing me a lot of harassment and financial loss.",Mischief,Medium
"Someone has been deliberately damaging my car's windshield by throwing small pebbles at it from a distance, causing cracks.",Mischief,Low
A person has been deliberately shattering my car's windows with a hammer.,Mischief,Low
Someone has been deliberately breaking my car's side mirrors when it is parked.,Mischief,Low
A person has been deliberately breaking my car's headlights and taillights.,Mischief,Low
"Someone has been deliberately pouring corrosive liquid on my car's paint, causing it to peel off.",Mischief,Medium
A person has been making defamatory and hateful statements about my political views and affiliations online.,Defamation,Low
My mobile phone was snatched from my hand while I was talking on it near the bus stop. The thief was on a bike and sped away before I could react. It had all my important contacts and financial apps.,Theft,Medium 
"I returned from work to find my house's main door lock broken. My television, some family jewelry from my cupboard, and my new laptop have been stolen. The whole house was ransacked.",Theft,High 
"Someone stole my wallet from my bag while I was travelling on the city bus today. It had about 2000 rupees in cash, my PAN card, Aadhar card, and my driver's license. I am concerned about my documents being misused.",Theft,Low 
"My scooter, a Honda Activa, was stolen from the designated parking spot outside the supermarket. I was inside for just about 30 minutes. The CCTV footage from a nearby shop might have captured something.",Theft,Medium 
"Last night, someone entered my backyard and stole the copper wiring and pipes from my air conditioning unit. Now the entire unit is useless and will cost a lot to repair. This is the second time this has happened in my colony.",Theft,Medium 
"While I was at a wedding, someone opened my car by breaking the window and stole the music system and a bag I had left on the back seat. The bag only contained some documents, but the damage to the car is significant.",Theft,Low 
"Two armed men entered my general store just before closing time. One of them showed me a knife and demanded all the cash from the counter. They took around 15,000 rupees and a few expensive items before running away. I was terrified.",Robbery,High 
"As I was walking home late at night, a man cornered me in a dark alley, threatened to hurt me, and forcibly took my watch and wallet. He pushed me down when I tried to resist. My elbow is injured.",Robbery,High 
"Three men on a motorcycle surrounded my car at a traffic signal. One of them knocked on my window with a small hammer, threatening to smash it if I didn't hand over my gold bracelet. I gave it to them out of fear.",Robbery,High 
"My wife was returning from the temple when a person on a bike snatched her mangalsutra from her neck. The force of the pull caused her to lose balance and fall, resulting in bruises on her neck and knees. She is extremely distressed.",Robbery,High 
A group of individuals broke into our warehouse at night. They tied up the security guard and loaded a significant amount of our stock onto a truck. They were carrying sticks and iron rods and threatened to kill the guard if he made any noise.,Robbery,High 
"While I was withdrawing money from an ATM, two people came from behind. One of them held something sharp against my back and forced me to withdraw my account's daily limit of 40,000 rupees. They took the cash and my phone.",Robbery,High 
"A local goon has been demanding 'protection money' from me every month for my tea stall. This time, he threatened to burn my shop down if I didn't pay him double the amount by this evening. I am scared for my livelihood and safety.",Extortion,High 
"I have been receiving threatening calls from an unknown number. The person claims to have personal photos of me and is demanding 50,000 rupees, threatening to post them online and send them to my family if I don't pay up.",Extortion,Medium 
My ex-business partner is threatening to file false police cases against me and ruin my reputation in the market unless I agree to give him a share of my current business's profits. He has been sending me intimidating messages constantly.,Extortion,Medium 
"A man who claims to be from the electricity board came to my house and threatened to cut my power supply, alleging meter tampering. He demanded 5,000 rupees in cash to 'settle the matter' right there. It felt like a clear case of blackmail.",Extortion,Low 
Someone claiming to be a powerful political worker is demanding a huge sum of money to allow the construction of my new house to continue. He has threatened to create legal hurdles and bring workers to stop the project if his demands are not met.,Extortion,Medium 
"I received a message with a video of me supposedly committing a traffic violation. The sender is demanding payment via an online link to avoid the video being sent to the RTO and my family. The video looks edited, but the threat is very real.",Extortion,Medium 
"I invested a large sum of money in a scheme that promised to double my investment in six months. The company website is now down, and the contact numbers are switched off. I believe the entire setup was a scam to steal money from people.",Fraud,High 
"Someone called me pretending to be from my bank and tricked me into sharing my debit card number and OTP for a 'KYC update'. Within minutes, multiple transactions were made from my account, draining my entire salary.",Fraud,Medium 
"I paid a travel agent for a family vacation package to Kerala. A week before the trip, the agent's office is closed, and his phone is unreachable. He has taken our money and disappeared, ruining our plans and causing a huge financial loss.",Fraud,Medium 
"I bought a mobile phone from an online seller on a classifieds website. I made the payment via UPI, but the seller never sent the phone and has now blocked my number. He used a fake name and address.",Fraud,Low 
"A person approached me with a 'get rich quick' investment opportunity in cryptocurrency. After I transferred the initial amount, they kept asking for more money for various fees and taxes. I have now lost over 2 lakhs and have received no returns.",Fraud,High 
"I received an SMS stating I had won a lottery of 25 lakhs and needed to pay a processing fee of 10,000 rupees to claim it. After I paid the fee, they asked for more money for tax clearance. I realized it's a fraud.",Fraud,Medium 
"A contractor took an advance payment to renovate my kitchen. He did minimal work for two days, and now he has vanished. He is not answering my calls, and the work is left incomplete, leaving my kitchen in a mess.",Cheating,Low 
"I sold my old car to a person who gave me a post-dated cheque for the full amount. The cheque has bounced due to insufficient funds, and now the buyer is refusing to pay or return the car. He is making excuses every single day.",Cheating,Medium 
"I gave my laptop to a repair shop, and they quoted a price for replacing the screen. After I paid, I discovered they had replaced my original high-end internal parts like the RAM and SSD with cheaper, old components. The laptop is now very slow.",Cheating,Medium 
"I enrolled in a computer course at a local institute that promised a guaranteed job placement upon completion. After finishing the course and paying all the fees, they are not providing any placement assistance and are ignoring my calls and emails.",Cheating,Low 
I bought a plot of land from a developer. I later found out that the same plot had been sold to two other people as well. The developer used forged documents and has cheated all of us out of our hard-earned money.,Cheating,High 
"A person I knew took a friendly loan of 75,000 rupees from me, promising to return it within three months. It has been over a year, and he has not returned a single rupee. He now pretends he doesn't know me and has blocked my number.",Cheating,Medium 
"My former landlord has been spreading false rumors in the neighborhood, accusing me of property damage and immoral behavior. This is completely untrue and is harming my reputation and causing me immense mental stress.",Defamation,Low 
"A rival shop owner has created a fake social media profile and is posting negative and fabricated reviews about my business. He is accusing us of selling expired goods and cheating customers, which is affecting my sales and goodwill.",Defamation,Medium 
"My ex-colleague, after being fired for misconduct, is sending defamatory emails to my current employer and clients. He is making false allegations about my professional integrity and trying to sabotage my career.",Defamation,Medium 
"Someone has posted my picture along with my phone number on a public forum with a derogatory caption, leading to a flood of harassing calls and messages. This is a malicious act to tarnish my image and cause me mental anguish.",Defamation,Medium 
"An online news blog published an article about a local dispute and incorrectly named me as one of the culprits, along with my photograph. Despite my requests, they have not taken it down, and it's causing severe damage to my public standing.",Defamation,Low 
My neighbor had a dispute with me over parking space and has since been telling everyone in the society that I am a criminal with a police record. This is a blatant lie intended to insult me and turn people against me.,Defamation,Low 
"A person who I had a minor argument with has been threatening to 'teach me a lesson'. He follows me when I'm returning from work and often stands outside my house, staring. I am getting really scared for my safety.",Criminal Intimidation,Medium 
"I am a witness in a court case, and the accused's family has been sending me messages, warning me of dire consequences for my family if I testify against their son. They have threatened to harm my children.",Criminal Intimidation,High 
"My tenant, whom I have asked to vacate the property for non-payment of rent, threatened me saying he knows powerful people and that I will 'disappear' if I pursue the eviction. He is using threats to hold onto my property.",Criminal Intimidation,High 
"After a minor road rage incident, the other driver followed me home. He now frequently drives by my house and makes threatening gestures. He told me he knows where I live and that I should watch my back.",Criminal Intimidation,Medium 
"Some college students who I reported for creating a nuisance are now threatening me. They have sent me messages with pictures of my car, saying it would be a shame if something happened to it. I feel unsafe.",Criminal Intimidation,Low 
"A moneylender from whom I took a loan is now threatening to physically harm me and my family because I was delayed on one payment. He showed up at my workplace and created a scene, threatening to break my legs in front of everyone.",Criminal Intimidation,High 
"During a heated argument over a property line, my neighbor pushed me violently, causing me to fall and sprain my wrist. He then raised a large stone and threatened to hit me with it before others intervened.",Assault,High 
"I was attacked by two unknown individuals while walking in the park. They punched and kicked me without any provocation, leaving me with a black eye and several bruises. They didn't steal anything; it seemed like they just wanted to hurt someone.",Assault,High 
"A customer at my shop became aggressive when I refused to give him a discount. He threw a piece of merchandise at me, which hit my face and caused a cut. He then stormed out, shouting abuses and threats.",Assault,Medium 
"My upstairs neighbor, during a confrontation about noise, deliberately spat on my face and pushed my wife. It was a disgusting and humiliating act of aggression. We feel violated and unsafe now.",Assault,Low 
"In a crowded market, a man intentionally groped me and made obscene remarks. When I confronted him, he pushed me against a wall and fled into the crowd. I am shaken and feel completely violated by this physical assault.",Assault,Medium 
"A co-worker, who has been verbally harassing me for weeks, cornered me near the office pantry and grabbed my arm tightly, refusing to let go. He only released me when another colleague walked in. I now fear for my safety at my own workplace.",Assault,Medium 
"My neighbor has illegally built a wall that blocks the access path to my house. He is preventing me from entering my own property. When I tried to object, he threatened me and put a lock on the gate.",Criminal Trespass,Medium 
I found my ex-tenant living inside the apartment which he was supposed to have vacated a month ago. He had made a duplicate key and trespassed onto my property without my knowledge or permission. He refuses to leave.,Criminal Trespass,Medium 
"A group of unknown people has been occupying my vacant plot of land. They have set up a temporary shelter and are refusing to leave. They have no legal right to be there, and I am concerned they will cause damage to the property.",Criminal Trespass,Low 
"I came home to find a stranger sleeping in my car, which I had accidentally left unlocked in my driveway. He seemed to be under the influence of something and became aggressive when I woke him up and asked him to leave.",Criminal Trespass,Low 
My farm has been repeatedly trespassed upon at night. The intruders are damaging my crops and stealing produce. They have broken the fence several times to gain entry. This is causing me continuous financial loss and stress.,Criminal Trespass,Medium 
"Someone broke into my office over the weekend. They didn't steal anything valuable, but they went through my private files and left the place in a complete mess. It feels like an act of intimidation and a violation of my private space.",Criminal Trespass,Medium 
"My social media account was hacked, and the hacker is posting offensive content from my profile. They have also changed my password, and I cannot get access. They are ruining my online reputation and harassing my friends.",Cybercrime,Medium 
"I received a call from someone posing as a tech support employee, who claimed my computer had a virus. They gained remote access and installed ransomware. Now all my files are locked, and they are demanding money to unlock them.",Cybercrime,High 
Someone has created a fake dating profile using my photos and name and is having inappropriate conversations with people. I am being harassed by strangers who think I am the one talking to them. This is causing me extreme distress.,Cybercrime,Medium 
"I have been receiving abusive and threatening messages on my social media from an anonymous account. The threats have become very specific and violent in nature, making me fear for my personal safety. It's a case of severe online harassment.",Cybercrime,High 
"I fell for a phishing email that looked like it was from my bank. I entered my net banking username and password on a fake website. The criminals then tried to make a large transfer, but thankfully the bank's fraud detection blocked it. My data is compromised.",Cybercrime,Medium 
My son has been a victim of online gaming fraud. He was tricked into sharing my credit card details to buy in-game items on a fraudulent website. A significant amount of money was charged to my card without my authorization.,Cybercrime,Low 
"A local factory is releasing untreated chemical waste into the nearby river, causing the water to become discolored and smelly. This is a major health hazard for everyone living in the area and is killing the fish in the river.",Public Nuisance,Medium 
"The residents of the adjacent building dump their garbage in the open space next to our society. This is creating a foul smell, attracting stray animals, and has become a breeding ground for mosquitoes and diseases.",Public Nuisance,Low 
"A group of individuals regularly consumes alcohol in the public park in the evenings. They are loud, create a scene, and often get into fights. It has made the park unsafe for families and children to visit.",Public Nuisance,Medium 
"The construction work on a new building next to my house goes on all night, with loud machinery and shouting. The noise makes it impossible for my family, including my elderly parents, to get any sleep.",Public Nuisance,Low 
"Stray dogs in our locality have become very aggressive, chasing vehicles and biting people. There have been several incidents in the past month. The municipal corporation has not taken any action despite our repeated complaints.",Public Nuisance,Medium 
"The roads in my area are full of large potholes, which have been left unrepaired for months. It is causing damage to our vehicles and has led to several minor accidents, especially for two-wheelers during the night.",Public Nuisance,Low 
"Someone deliberately scratched the entire side of my car with a sharp object while it was parked outside my house overnight. The paint is completely ruined, and the repair will be very expensive. This was a malicious act.",Mischief,Low 
"My neighbor, in a fit of rage over a parking dispute, broke the flower pots I had placed outside my front door. It was a deliberate act of vandalism to intimidate me and cause me distress.",Mischief,Low 
"A group of unidentified youths threw stones at my house last night, breaking a windowpane. It seems to be a random act of vandalism, but it has scared my family and caused property damage.",Mischief,Medium 
Someone cut the internet cable connection leading to my apartment. The technician confirmed that the cut was intentional. This has disrupted my work-from-home schedule and seems like a deliberate act of mischief by a disgruntled neighbor.,Mischief,Low 
"I suspect a rival business owner of deliberately damaging my shop's signboard. The sign was found broken this morning, and this isn't the first time strange things have happened. This act of mischief is intended to harm my business.",Mischief,Medium 
"During a local festival, someone mixed a substance in the society's water tank, causing the water to taste bitter and foul. While no one got seriously ill, it was a dangerous and malicious act that could have caused great harm.",Mischief,High
My bag containing my office laptop and important work documents was stolen from my car's back seat. I had parked the car for just a few minutes to buy vegetables. The window was smashed open.,Theft,Medium 
"I had ordered a new phone online, and the delivery person marked it as delivered, but I never received the package. I believe the package was stolen from my doorstep right after it was left there. The company is not helping.",Theft,Low 
"While attending a crowded religious gathering, my gold chain was stolen from my neck. It was so crowded that I didn't even feel it happen. It was a precious family heirloom, and I am very upset about its loss.",Theft,Medium 
Someone stole the side mirrors from my car during the night. It was parked in its usual spot in my society's parking lot. This is not just a financial loss; it is a major safety issue as I cannot drive the car now.,Theft,Low 
"My son's bicycle, which was locked and parked inside our building's compound, was stolen yesterday. He is very attached to it. We have checked with the security guard, but he has no clue about it.",Theft,Low 
"A construction site I own was broken into, and a significant amount of raw materials, including bags of cement and steel rods, were stolen. This has halted our work and will cause major delays and financial losses.",Theft,Medium 
"Three men on a bike cornered me while I was returning from my night shift. They showed me a knife and took my wallet, phone, and even my tiffin box. They threatened to stab me if I screamed for help. The street was completely empty.",Robbery,High 
I was selling vegetables on my cart when a group of local thugs came and overturned it. They took all the cash I had earned and threatened me with a beating if I reported them to the police. This is a recurring issue.,Robbery,High 
"While my family and I were travelling by train, a group of people entered our compartment late at night. They were armed with sharp objects and robbed all the passengers of their valuables, including cash, jewelry, and mobile phones.",Robbery,High 
"I listed my old phone for sale online. A person came to my house to 'inspect' it, but instead, he snatched the phone from my hand, pushed me down, and ran away without paying. It happened so fast I couldn't react.",Robbery,Medium 
"Two men wearing helmets barged into the bank just as I was making a deposit. They brandished guns, shouted at everyone to get down, and forced the cashier to hand over all the money. It was a terrifying experience for all the customers and staff.",Robbery,High 
"My elderly father was on his morning walk when he was approached by a man asking for directions. As he stopped, the man grabbed him, forcibly removed his gold ring and watch, and ran to a waiting motorcycle. My father is now too scared to go out alone.",Robbery,High 
A person who lent me money is now demanding an exorbitant amount of interest. He is threatening to seize my shop and harm my family if I fail to pay the inflated amount within a week. I am trapped and scared.,Extortion,High 
I have been receiving anonymous letters at my workplace. The sender claims to know about a personal mistake I made in the past and is demanding money every month to keep it a secret from my boss and colleagues.,Extortion,Medium 
A traffic police officer stopped me for a minor infraction and is demanding a bribe. He has threatened to impound my vehicle and frame me in a more serious case if I don't pay him the amount he is asking for in cash.,Extortion,Low 
A group of people are posing as members of a local association and are forcing all shopkeepers in the area to pay a hefty 'donation' for a festival. They have threatened to vandalize the shops of those who refuse to pay.,Extortion,Medium 
"Someone sent me a morphed, indecent picture of myself and is threatening to make it viral on social media unless I transfer a sum of money to their account. The threat is causing me severe mental trauma.",Extortion,High 
A government official is delaying the approval of my business license for no valid reason. He has indirectly suggested that the file will only be cleared if I pay him a substantial amount of money. My business is suffering due to this.,Extortion,Medium 
"I paid the full amount for a custom-made sofa set from a furniture store. They keep delaying the delivery with new excuses every week. Now I have discovered that their store has been shut down, and they have absconded with my money.",Fraud,Medium 
"I was promised a job in a foreign country by an agent who charged me a large sum for visa processing and fees. After receiving the money, he has stopped answering my calls, and his office is now permanently closed. I have been completely deceived.",Fraud,High 
"I received a scratch card that said I had won a new car. To claim the prize, I had to deposit money for registration and tax. After I made the payment, they stopped all communication. I never received any car.",Fraud,Low 
"I hired a person for some freelance work and paid them an advance. They provided some initial samples, but after receiving the payment, they have disappeared without completing the project or delivering the final work.",Fraud,Low 
"Someone claiming to be from the army called me and expressed interest in renting my flat. He sent me a fake UPI QR code and told me to scan it to 'receive' the security deposit. Instead, money was debited from my account.",Fraud,Medium 
An insurance agent sold me a policy with false promises of very high returns and benefits that were not in the actual policy document. I have been misled and locked into a policy that is completely different from what was described.,Fraud,Medium 
"I paid a deposit to a landlord for a flat I wanted to rent. He gave me a fake rental agreement. When I went to move in, I found another family already living there. The landlord has since vanished with my deposit money.",Cheating,Medium 
"I bought a sealed box of a high-end perfume from a well-known shop, but when I opened it at home, I found a bottle of cheap deodorant inside. The shop owner is now refusing to accept responsibility or give me a refund.",Cheating,Low 
"I bought a puppy of a specific breed from a breeder. After a few months, the vet confirmed that the puppy is not a purebred as claimed. The breeder cheated me by providing fake pedigree papers and charging a very high price.",Cheating,Low 
"A mechanic charged me for replacing several car parts, which he claimed were faulty. I later got a second opinion from another workshop and found out that the original parts were perfectly fine and were never replaced at all.",Cheating,Medium 
"I invested with a financial advisor who promised safe, guaranteed returns. I later found out he had put my money into a very high-risk fund without my consent, and a large portion of my investment has been lost. He completely breached my trust.",Cheating,High 
"I bought a piece of gold jewelry that was certified as 22-karat. When I had it appraised elsewhere, it turned out to be only 18-karat gold. I was deliberately cheated by the jeweler who sold it to me at a higher price.",Cheating,Medium 
A person I know has been posting malicious and completely false statements about my character on a community WhatsApp group. This has led to social ostracization and has caused me and my family a great deal of emotional pain.,Defamation,Medium 
An article was published on a local news website containing several false and defamatory statements about me regarding a business deal. The information is inaccurate and has been presented in a way that makes me look like a criminal.,Defamation,Medium 
"My neighbor has filed a false police complaint against me for harassment, which is a complete fabrication. He is doing this out of personal spite to tarnish my name in the society and to trouble me legally.",Defamation,Low 
A disgruntled former employee is spreading rumors online that my restaurant uses unhygienic ingredients. This is a deliberate lie to damage my business's reputation. Our customer footfall has dropped since these rumors started spreading.,Defamation,Medium 
Someone has written obscene and insulting comments about me and my family on the wall of my apartment building. It is a targeted attack to humiliate me in front of all my neighbors. The handwriting seems familiar.,Defamation,Low 
"A Youtuber made a video about me, full of lies and exaggerated claims, without my consent. The video has thousands of views and has opened me up to public ridicule and online abuse. It's a clear case of character assassination.",Defamation,Medium 
"I have been trying to sell my property, but a local real estate agent is threatening potential buyers, telling them to stay away. He is intimidating them so that I am forced to sell the property to him at a much lower price.",Criminal Intimidation,Medium 
My son is being bullied at school. A senior student has been threatening to beat him up after school if he doesn't do his homework for him. My son is now terrified of going to school.,Criminal Intimidation,Medium 
"I broke off my engagement, and now my ex-fianc?? is threatening me. He said that if I don't agree to marry him, he will throw acid on my face. I am living in constant fear.",Criminal Intimidation,High 
"A group of men from the village have threatened my family, telling us to leave the village because we belong to a different caste. They have warned of serious consequences if we are seen here after a week.",Criminal Intimidation,High 
I am being pressured to withdraw a complaint I filed against a powerful individual. His associates are calling me and threatening that they know where my daughter goes to college and that I should think about her safety before proceeding.,Criminal Intimidation,High 
"My business competitor has threatened me over the phone. He told me to shut down my business or he would 'take care of me'. He has a history of violence, and I am taking this threat very seriously.",Criminal Intimidation,Medium 
"My landlord entered my apartment with his own key when I wasn't home and without my permission. He claims he wanted to check for a water leak, but this is a complete violation of my privacy and rights as a tenant.",Criminal Trespass,Low 
"A political party has painted its campaign slogans all over the boundary wall of my private property without my consent. When I objected, their workers became aggressive and told me to keep quiet. This is illegal trespassing and vandalism.",Criminal Trespass,Low 
"I have a 'no trespassing' sign on my farm, but people from the nearby village constantly use it as a shortcut. They leave trash, disturb my animals, and have damaged the fence multiple times. My requests to stop have been ignored.",Criminal Trespass,Low 
"I am a journalist who has been working on an investigative story. I believe someone broke into my home office and tried to access my computer. Nothing was stolen, but my papers were clearly disturbed. It feels like an attempt to intimidate me and steal my data.",Criminal Trespass,Medium 
"During a festival procession, a large crowd of unruly people forcibly entered our residential society's compound. They were playing loud music, bursting firecrackers, and causing a commotion, refusing to leave when asked. We felt very unsafe.",Criminal Trespass,Medium 
"While having a discussion about politics in a public place, a person with opposing views got angry and slapped me across the face. It was a sudden and unprovoked act of violence in front of many people.",Assault,Medium 
"The security guard at a commercial building refused me entry for a flimsy reason and when I argued, he pushed me so hard that I fell down the stairs. I have sustained injuries to my back and legs.",Assault,High 
My son came home from school with a bruised arm. He told me that his teacher had hit him with a wooden ruler as a punishment for not being able to answer a question. This is corporal punishment and is completely unacceptable.,Assault,Medium 
"A delivery boy got into an argument with me over the payment method. He lost his temper and threw the food package at my face, causing a curry stain and a slight burn on my cheek. It was a shocking and aggressive behavior.",Assault,Low 
"I was trying to break up a fight between two people, and one of them turned and punched me in the jaw, thinking I was with the other person. I was just trying to be a good samaritan and ended up getting hurt.",Assault,Medium 
"On the bus, a man was deliberately and repeatedly brushing up against me inappropriately. When I confronted him and tried to move away, he grabbed my wrist tightly and verbally abused me before other passengers intervened.",Assault,Medium 
"Someone has been using my credit card information to make unauthorized international transactions. I still have the physical card with me, so my data must have been stolen online. The bank has alerted me to the suspicious activity.",Cybercrime,Medium 
I am a victim of identity theft. Someone has used my Aadhar and PAN card details to take out a loan in my name from a mobile app. Now I am getting recovery calls for a loan I never took.,Cybercrime,High 
My teenage daughter is being cyberbullied by her classmates. They have created a group chat where they post humiliating comments and doctored photos of her. This is severely affecting her mental health and self-esteem.,Cybercrime,Medium 
"I tried to download a movie from a torrent website, but instead, I downloaded a virus that has corrupted my operating system. The computer is now unusable, and I might have lost all my important data.",Cybercrime,Low 
An online seller is using my business's brand name and logo to sell counterfeit products. This is misleading customers and damaging the reputation I have built over many years. It is a clear case of online trademark infringement.,Cybercrime,Low 
"I received an email with a very tempting job offer. They conducted a fake online interview and then asked me to pay a 'security deposit' for the job. After I paid the amount, they deleted the account and disappeared. I have been scammed.",Cybercrime,Medium 
The house opposite mine has been abandoned for years and is now in a dilapidated state. It has become a den for anti-social elements and stray animals. It is a major safety and health concern for the entire neighborhood.,Public Nuisance,Medium 
"A shopkeeper on my street has encroached upon the footpath by putting up his stalls and merchandise. This forces pedestrians, including elderly people and children, to walk on the busy road, putting their lives at risk.",Public Nuisance,Low 
"The public toilet block in our area is in a state of utter disrepair and filth. It is never cleaned, and the stench is unbearable, spreading to the nearby houses. It has become a serious public health issue.",Public Nuisance,Low 
"Someone in my neighborhood burns their garbage, which includes plastic, every few days. The toxic smoke and foul smell engulf the entire area, causing breathing problems for me and my family, especially my asthmatic child.",Public Nuisance,Medium 
A mobile tower has been installed very close to our residential building without proper consultation. We are concerned about the potential health risks from radiation and the constant humming noise from the equipment.,Public Nuisance,Low 
"Every monsoon, the street in front of my house gets severely waterlogged due to a clogged drainage system. The civic body has failed to address this issue despite numerous complaints. The stagnant water is a breeding ground for diseases.",Public Nuisance,Medium 
"Someone has intentionally punctured all four tires of my bike. It was parked in my usual spot. This seems to be an act of personal revenge, but I don't know who would do such a thing. I now have to spend a lot to get it fixed.",Mischief,Low 
"My neighbor's child, while playing cricket, deliberately aimed the ball at my window and broke the glass. When I confronted the parents, they refused to take responsibility or pay for the damages, calling it an accident.",Mischief,Low 
"Someone let the air out of the tires of several cars in my lane overnight, including mine. It doesn't seem like a theft attempt but rather a planned act of mischief to harass the residents.",Mischief,Low 
Someone threw a bag full of garbage onto my balcony from one of the upper floors. This is a disgusting and deliberate act of mischief. It's not the first time this has happened in our building.,Mischief,Low 
"A person I had an argument with has been deliberately ringing my doorbell and running away late at night. This is a childish act of mischief, but it is disrupting my sleep and causing a lot of annoyance and stress.",Mischief,Low 
"A group of teenagers damaged the street lights in our colony by throwing stones at them. Now the entire street is dark at night, making it unsafe for residents to walk. This is a senseless act of public property damage.",Mischief,Medium
"While I was in a temple, someone stole my footwear from the designated rack outside. They were a brand new pair of expensive leather sandals. Although it's a minor thing, it was very inconvenient and disrespectful.",Theft,Low 
"Someone stole the water meter from outside my house last night. Now I have no water supply, and I have to go through the lengthy process of filing a report and getting a new one installed by the municipality. It's a huge hassle.",Theft,Medium 
"I work as a domestic help, and my employer has accused me of stealing a watch that they misplaced. They are withholding my salary and threatening to file a police complaint against me. I am innocent and being falsely accused.",Theft,Low 
"My child's school bag was stolen from the school bus. It contained all his new textbooks, notebooks, and his lunchbox. Now I have to buy everything all over again, and my child is very distressed about losing his belongings.",Theft,Low 
"I had parked my car near a busy market. When I returned, I found that someone had pried off the car's logo and monogram from the front and back. It is a targeted theft of car parts, and it looks very ugly now.",Theft,Low 
"During a morning jog in the park, someone stole my phone which I had kept on a bench while exercising. It happened in a matter of seconds. I have lost all my recent photos and important contacts.",Theft,Medium 
"My family was held at gunpoint in our own home by three masked intruders. They locked us in a room and ransacked the entire house, taking all our jewelry, cash, and electronic devices. We are deeply traumatized by this home invasion.",Robbery,High 
"I am a cashier at a petrol pump. Last night, two men on a bike came for fuel, and when I went to collect the money, one of them threatened me with a sharp weapon and snatched all the cash from my hand before speeding off.",Robbery,High 
"While driving on the highway at night, my truck was stopped by a group of men who had blocked the road with large rocks. They were armed with iron rods, broke my truck's window, and forcibly took my wallet and the cargo I was transporting.",Robbery,High 
"I was returning home in an auto-rickshaw when the driver took a detour into a dark, deserted lane. He and another man waiting there threatened me and took my handbag, which had my phone, cash, and house keys. I was forced to get out there.",Robbery,High 
"A group of men entered my jewellery shop posing as customers. Suddenly, they pulled out weapons and ordered me to empty all the display cases. They took a large amount of gold and diamonds and smashed the CCTV cameras before leaving.",Robbery,High 
My son was playing in the neighborhood park when an older boy threatened him with a blade and snatched his cricket bat and ball. My son came home crying and is now scared to play outside alone.,Robbery,Medium 
"My daughter has been receiving obscene and threatening messages from a man she rejected. He is blackmailing her, saying he will spread fake stories about her and harm her reputation if she doesn't agree to go out with him.",Extortion,Medium 
"I run a small food business, and a person claiming to be a food inspector is threatening to shut me down. He is pointing out fake violations and demanding a large sum of money to give me a 'clean chit'. This feels like a clear case of extortion.",Extortion,Medium 
"My son was involved in a minor bike accident. The other party, who was clearly at fault, is now demanding a huge amount of money for damages. They are threatening to file a false police case of rash driving against my son if we don't pay.",Extortion,Low 
